ID	URL	Type	Label
1508394102269820930	https://twitter.com/IV_NOR_/status/1508394102269820930	tweet	1
1508352213243994113	https://twitter.com/fisco24_info/status/1508352213243994113	tweet	1
1508138032335106050	https://twitter.com/EAlessandrucci/status/1508138032335106050	tweet	1
1508068683192614918	https://twitter.com/ClaudioCapora10/status/1508068683192614918	tweet	0
1508021272386543618	https://twitter.com/zazoomblog/status/1508021272386543618	tweet	1
1507409939911909378	https://twitter.com/CorriereUmbria/status/1507409939911909378	tweet	2
1507356664495812616	https://twitter.com/GameXperienceIT/status/1507356664495812616	tweet	0
1507336212922748933	https://twitter.com/Vittori70151861/status/1507336212922748933	tweet	1
1507304488134139915	https://twitter.com/romait_it/status/1507304488134139915	tweet	1
1506939811487264769	https://twitter.com/cinziaspoletini/status/1506939811487264769	tweet	0
1506713363535089675	https://twitter.com/francybonghi/status/1506713363535089675	tweet	1
1506557865288519680	https://twitter.com/lisadagliocchib/status/1506557865288519680	tweet	3
1506553156649594884	https://twitter.com/IariTwitt/status/1506553156649594884	tweet	2
1506184921517215746	https://twitter.com/fisco24_info/status/1506184921517215746	tweet	1
1506172828105666562	https://twitter.com/lisadagliocchib/status/1506172828105666562	tweet	2
1505812682599026689	https://twitter.com/DisobbedireOra/status/1505812682599026689	tweet	1
1505687269440917508	https://twitter.com/FilomenaGallo55/status/1505687269440917508	tweet	1
1505649424646737926	https://twitter.com/Beppeley/status/1505649424646737926	tweet	3
1505636511307513857	https://twitter.com/yaeimik/status/1505636511307513857	tweet	2
1505256177973665792	https://twitter.com/fisco24_info/status/1505256177973665792	tweet	2
1505153795755499520	https://twitter.com/galatacla/status/1505153795755499520	tweet	1
1505082293119033345	https://twitter.com/MarcelloMoscat9/status/1505082293119033345	tweet	0
1505079400802533376	https://twitter.com/PandoAnto/status/1505079400802533376	tweet	0
1504747575957549060	https://twitter.com/fisco24_info/status/1504747575957549060	tweet	2
1504699137983496221	https://twitter.com/CasaLettori/status/1504699137983496221	tweet	2
1504550237280550912	https://twitter.com/FrancoScarsell2/status/1504550237280550912	tweet	3
1504542182497206275	https://twitter.com/leonemaschio/status/1504542182497206275	tweet	1
1504245870556069897	https://twitter.com/Anonynewsitaly/status/1504245870556069897	tweet	1
1504081128071831563	https://twitter.com/paolinab/status/1504081128071831563	tweet	3
1503430388697513988	https://twitter.com/IrenaDosso/status/1503430388697513988	tweet	2
1503230055404777483	https://twitter.com/angela_aniello/status/1503230055404777483	tweet	2
1503064361497096193	https://twitter.com/fisco24_info/status/1503064361497096193	tweet	2
1502987856041558016	https://twitter.com/fisco24_info/status/1502987856041558016	tweet	1
1502986415767965699	https://twitter.com/sulsitodisimone/status/1502986415767965699	tweet	2
1506552190743236623	https://twitter.com/AntonellaColoru/status/1506552190743236623	tweet	1
1503133485653016579	https://twitter.com/claudiomontar/status/1503133485653016579	tweet	2
1502960389100818436	https://twitter.com/DianaLanciotti/status/1502960389100818436	tweet	1
1502930311956643843	https://twitter.com/gugudwt/status/1502930311956643843	tweet	1
1498011846669963275	https://twitter.com/paolobonotorino/status/1498011846669963275	tweet	1
1497994294430507010	https://twitter.com/Armada69895228/status/1497994294430507010	tweet	0
1497875947013431300	https://twitter.com/MerloRosario/status/1497875947013431300	tweet	0
1497857498547695624	https://twitter.com/Lamda04174428/status/1497857498547695624	tweet	1
1497657779867238401	https://twitter.com/MerloRosario/status/1497657779867238401	tweet	0
1497598492684046339	https://twitter.com/MerloRosario/status/1497598492684046339	tweet	1
1497569926281900032	https://twitter.com/Agenparl/status/1497569926281900032	tweet	2
1497545109017174017	https://twitter.com/MerloRosario/status/1497545109017174017	tweet	0
1497531527332302850	https://twitter.com/MerloRosario/status/1497531527332302850	tweet	0
1497346759609171971	https://twitter.com/MerloRosario/status/1497346759609171971	tweet	1
1497276156378157057	https://twitter.com/Gabriel23322863/status/1497276156378157057	tweet	0
1497244303025917957	https://twitter.com/Destradipopolo/status/1497244303025917957	tweet	0
1497095553813032961	https://twitter.com/lorimilano/status/1497095553813032961	tweet	0
1496860852607148042	https://twitter.com/Destradipopolo/status/1496860852607148042	tweet	2
1496822971935117314	https://twitter.com/bildarte/status/1496822971935117314	tweet	0
1496798473672265729	https://twitter.com/maelmale/status/1496798473672265729	tweet	0
1496783366959554561	https://twitter.com/paolabocci/status/1496783366959554561	tweet	3
1496748236278833156	https://twitter.com/mariacastiell48/status/1496748236278833156	tweet	0
1509191067895271427	https://twitter.com/Damianodanny1/status/1509191067895271427	tweet	0
1508677775779147778	https://twitter.com/GiuseppeMagnif1/status/1508677775779147778	tweet	0
1508573559429423107	https://twitter.com/denti_emanuele/status/1508573559429423107	tweet	0
1508329505114447876	https://twitter.com/Destradipopolo/status/1508329505114447876	tweet	0
1507977654347182082	https://twitter.com/lucazamm/status/1507977654347182082	tweet	3
1507637327379808262	https://twitter.com/FrancescoRoti/status/1507637327379808262	tweet	2
1506895221061308418	https://twitter.com/DelmonteRinaldo/status/1506895221061308418	tweet	0
1505611760560181249	https://twitter.com/SperanzaNada/status/1505611760560181249	tweet	0
1505547976093093900	https://twitter.com/francesco088661/status/1505547976093093900	tweet	0
1505174890449580033	https://twitter.com/cmdotcom/status/1505174890449580033	tweet	3
1504723547226267653	https://twitter.com/CMarziane/status/1504723547226267653	tweet	0
1504331537222971392	https://twitter.com/DaniloMapelli/status/1504331537222971392	tweet	0
1504179922746630144	https://twitter.com/sandroraffini/status/1504179922746630144	tweet	2
1503002844324052997	https://twitter.com/ilrappresentant/status/1503002844324052997	tweet	1
1502168234602086403	https://twitter.com/Ferrari_Inviato/status/1502168234602086403	tweet	2
1501984568718639108	https://twitter.com/GazzettaDelSud/status/1501984568718639108	tweet	2
1501937886337241102	https://twitter.com/DelmonteRinaldo/status/1501937886337241102	tweet	1
1501897067182047241	https://twitter.com/Rettore_/status/1501897067182047241	tweet	2
1500785523161546753	https://twitter.com/rosadineve/status/1500785523161546753	tweet	2
1500562829715419143	https://twitter.com/DelmonteRinaldo/status/1500562829715419143	tweet	0
1500130626460164100	https://twitter.com/MerloRosario/status/1500130626460164100	tweet	0
1499985746387779585	https://twitter.com/MerloRosario/status/1499985746387779585	tweet	0
1499820799162830863	https://twitter.com/teatripiacenza/status/1499820799162830863	tweet	3
1499715833903431681	https://twitter.com/Stocca64/status/1499715833903431681	tweet	2
1499629202965995520	https://twitter.com/lup0solitari0/status/1499629202965995520	tweet	1
1499483947658625027	https://twitter.com/Armada69895228/status/1499483947658625027	tweet	0
1499344040436903937	https://twitter.com/Alfonso66869916/status/1499344040436903937	tweet	1
1499335795819388929	https://twitter.com/actarus1070/status/1499335795819388929	tweet	1
1499319284459319304	https://twitter.com/Armada69895228/status/1499319284459319304	tweet	0
1499133723631132672	https://twitter.com/Corrado_info/status/1499133723631132672	tweet	0
1498915874576777217	https://twitter.com/ruggierofilann4/status/1498915874576777217	tweet	2
1498712543677890560	https://twitter.com/mrmnft/status/1498712543677890560	tweet	0
1498618926741303300	https://twitter.com/MerloRosario/status/1498618926741303300	tweet	0
1498574832866365440	https://twitter.com/RacheleRossa/status/1498574832866365440	tweet	2
1498532512645394433	https://twitter.com/michele_geraci/status/1498532512645394433	tweet	1
1498524759851769857	https://twitter.com/TARTARUGHELIBE4/status/1498524759851769857	tweet	0
1509251376139759618	https://twitter.com/CiaoKarol/status/1509251376139759618	tweet	1
1509244897919918091	https://twitter.com/TV2000it/status/1509244897919918091	tweet	2
1509233627749564429	https://twitter.com/ilgiornale/status/1509233627749564429	tweet	3
1509219847183417347	https://twitter.com/QdSit/status/1509219847183417347	tweet	2
1509203070995124243	https://twitter.com/PolScorr/status/1509203070995124243	tweet	3
1509202959359524881	https://twitter.com/antonio_bordin/status/1509202959359524881	tweet	2
1509198531122409476	https://twitter.com/GiancarloDeRisi/status/1509198531122409476	tweet	1
1509195686327341062	https://twitter.com/Agenzia_Ansa/status/1509195686327341062	tweet	3
1509138602080542728	https://twitter.com/Sal_MinDiritto/status/1509138602080542728	tweet	3
1509123286931689472	https://twitter.com/fisco24_info/status/1509123286931689472	tweet	2
1509122989635297282	https://twitter.com/ACPerugiaCalcio/status/1509122989635297282	tweet	2
1509105173808902146	https://twitter.com/sportli26181512/status/1509105173808902146	tweet	2
1509103509366575108	https://twitter.com/CalcioFinanza/status/1509103509366575108	tweet	2
1509085170695131140	https://twitter.com/tempoweb/status/1509085170695131140	tweet	2
1508913841496891396	https://twitter.com/Nada13Speranza/status/1508913841496891396	tweet	1
1508826047189561357	https://twitter.com/mptuitter/status/1508826047189561357	tweet	1
1508802391797383172	https://twitter.com/SettenewsWeb/status/1508802391797383172	tweet	2
1508793288823816192	https://twitter.com/corte_dc/status/1508793288823816192	tweet	1
1508792002778968076	https://twitter.com/comunicazionemm/status/1508792002778968076	tweet	3
1508776012565430273	https://twitter.com/waltergianno/status/1508776012565430273	tweet	2
1508774809945137156	https://twitter.com/angelo_falanga/status/1508774809945137156	tweet	1
1508714893066784773	https://twitter.com/waltergianno/status/1508714893066784773	tweet	3
1508713385868898309	https://twitter.com/PolScorr/status/1508713385868898309	tweet	3
1508698363276976134	https://twitter.com/UniTrieste/status/1508698363276976134	tweet	3
1508684296902656003	https://twitter.com/TV2000it/status/1508684296902656003	tweet	3
1508556506702266379	https://twitter.com/phil_rab/status/1508556506702266379	tweet	2
1508479842316079107	https://twitter.com/ZappingRadio1/status/1508479842316079107	tweet	1
1508396461280661511	https://twitter.com/tg2rai/status/1508396461280661511	tweet	1
1508150123683065859	https://twitter.com/tg2rai/status/1508150123683065859	tweet	3
1508149696430235656	https://twitter.com/tg2rai/status/1508149696430235656	tweet	3
1508147387830870019	https://twitter.com/guiodic/status/1508147387830870019	tweet	0
1508112353157697542	https://twitter.com/Raff_per_voi/status/1508112353157697542	tweet	2
1508060516668821508	https://twitter.com/UniLUMSA/status/1508060516668821508	tweet	3
1508037809671708680	https://twitter.com/reportdifesa/status/1508037809671708680	tweet	3
1507767795534151681	https://twitter.com/ScuolaSantAnna/status/1507767795534151681	tweet	2
1507731835505328130	https://twitter.com/RescueMedNa/status/1507731835505328130	tweet	3
1507705144821137408	https://twitter.com/Weekly_it/status/1507705144821137408	tweet	2
1507495727315959809	https://twitter.com/Jafferau67/status/1507495727315959809	tweet	2
1507447410468999174	https://twitter.com/guglielmopicchi/status/1507447410468999174	tweet	1
1507365172603727911	https://twitter.com/santangelo_s/status/1507365172603727911	tweet	2
1507362460008951812	https://twitter.com/RI_Roma_/status/1507362460008951812	tweet	3
1507339296096899109	https://twitter.com/ScrivoLibero/status/1507339296096899109	tweet	3
1507328160945393681	https://twitter.com/rassegnally/status/1507328160945393681	tweet	2
1507068944691126282	https://twitter.com/valy_s/status/1507068944691126282	tweet	1
1507055839382753280	https://twitter.com/madforfree/status/1507055839382753280	tweet	2
1507026080259059716	https://twitter.com/massimo_boscia/status/1507026080259059716	tweet	3
1507013223916081161	https://twitter.com/Ilikepuglia/status/1507013223916081161	tweet	3
1506954723865341954	https://twitter.com/MonikaPompeo/status/1506954723865341954	tweet	2
1506935554587377668	https://twitter.com/HenryBrubaker2/status/1506935554587377668	tweet	1
1506929321251909634	https://twitter.com/pazzoperrep/status/1506929321251909634	tweet	0
1506917801205841929	https://twitter.com/PLInst_Roma/status/1506917801205841929	tweet	3
1506644624252846082	https://twitter.com/WebsimInfo/status/1506644624252846082	tweet	2
1506601482967207938	https://twitter.com/tg2rai/status/1506601482967207938	tweet	3
1506225682229174277	https://twitter.com/francescagraz1/status/1506225682229174277	tweet	1
1506184030596878337	https://twitter.com/inPrimisNotizie/status/1506184030596878337	tweet	2
1506151954296279045	https://twitter.com/RSInews/status/1506151954296279045	tweet	2
1506042363977867265	https://twitter.com/TV2000it/status/1506042363977867265	tweet	2
1506028833715200009	https://twitter.com/Predato74151882/status/1506028833715200009	tweet	1
1505872749037764610	https://twitter.com/Farefuturo1/status/1505872749037764610	tweet	2
1505868055099887622	https://twitter.com/ICCItaly/status/1505868055099887622	tweet	3
1505820953456033794	https://twitter.com/SimoneGeti/status/1505820953456033794	tweet	2
1505807254020370433	https://twitter.com/competereEU/status/1505807254020370433	tweet	3
1505640476963229696	https://twitter.com/damy85twit/status/1505640476963229696	tweet	1
1505636499404034055	https://twitter.com/MaxFrascino/status/1505636499404034055	tweet	1
1505596530773745668	https://twitter.com/scarpdetenis/status/1505596530773745668	tweet	2
1505495854492356608	https://twitter.com/rosariovalastro/status/1505495854492356608	tweet	2
1505495615748386816	https://twitter.com/Montecitorio/status/1505495615748386816	tweet	3
1505483248104787968	https://twitter.com/PolScorr/status/1505483248104787968	tweet	2
1505453210185707522	https://twitter.com/PolScorr/status/1505453210185707522	tweet	1
1505419287342768130	https://twitter.com/mazzeoantonio/status/1505419287342768130	tweet	3
1505311887151579136	https://twitter.com/AlephLesath/status/1505311887151579136	tweet	0
1505266595253391361	https://twitter.com/rinogaetanoband/status/1505266595253391361	tweet	3
1505237425991426054	https://twitter.com/Pa_Re81/status/1505237425991426054	tweet	1
1505232407540252678	https://twitter.com/AngeloSantoro/status/1505232407540252678	tweet	2
1505148618386386949	https://twitter.com/Pippoo89/status/1505148618386386949	tweet	0
1505092488322813952	https://twitter.com/iostoconCRISTO/status/1505092488322813952	tweet	0
1504893638727372803	https://twitter.com/HerberMax/status/1504893638727372803	tweet	2
1504850502344916997	https://twitter.com/gariwo_onlus/status/1504850502344916997	tweet	2
1504841665604894727	https://twitter.com/ilfoglio_it/status/1504841665604894727	tweet	2
1504841343100719104	https://twitter.com/EuroHistoria/status/1504841343100719104	tweet	3
1504823068631388160	https://twitter.com/comune_segrate/status/1504823068631388160	tweet	3
1504767767463055360	https://twitter.com/amiocugino/status/1504767767463055360	tweet	1
1504750215563259904	https://twitter.com/culture_roma/status/1504750215563259904	tweet	3
1504717023653236741	https://twitter.com/fisco24_info/status/1504717023653236741	tweet	2
1504580170098921472	https://twitter.com/TrentinoRussia/status/1504580170098921472	tweet	2
1504538265008971782	https://twitter.com/tg2rai/status/1504538265008971782	tweet	3
1504507675358421003	https://twitter.com/thewatcherpost/status/1504507675358421003	tweet	3
1504453215101853700	https://twitter.com/TGTGTV2000/status/1504453215101853700	tweet	1
1504452775723384834	https://twitter.com/univUda/status/1504452775723384834	tweet	3
1504442710794592267	https://twitter.com/espressione24/status/1504442710794592267	tweet	3
1504419272608649216	https://twitter.com/8xmilleit/status/1504419272608649216	tweet	3
1504353703394148352	https://twitter.com/GuaraldoOlivia/status/1504353703394148352	tweet	2
1504226145029480457	https://twitter.com/miliziachristi/status/1504226145029480457	tweet	1
1504170057328439302	https://twitter.com/mercuri60654635/status/1504170057328439302	tweet	2
1504068718955053058	https://twitter.com/jopratix/status/1504068718955053058	tweet	0
1504041615664599040	https://twitter.com/Novamilanese/status/1504041615664599040	tweet	3
1503788304499712001	https://twitter.com/MarianoGiustino/status/1503788304499712001	tweet	2
1503727313212653568	https://twitter.com/cascinanotizie/status/1503727313212653568	tweet	2
1503696792860377089	https://twitter.com/Controc43312427/status/1503696792860377089	tweet	0
1503696710744387587	https://twitter.com/Radio3tweet/status/1503696710744387587	tweet	2
1503687828991000584	https://twitter.com/Geopoliticainfo/status/1503687828991000584	tweet	2
1509225059122044937	https://twitter.com/SAntonio10273/status/1509225059122044937	tweet	0
1509151609653276677	https://twitter.com/Pearl16647905/status/1509151609653276677	tweet	0
1508851591398543362	https://twitter.com/SperanzaNada/status/1508851591398543362	tweet	0
1508309219770052608	https://twitter.com/SperanzaNada/status/1508309219770052608	tweet	0
1506725741467258882	https://twitter.com/Destradipopolo/status/1506725741467258882	tweet	1
1504704969441787906	https://twitter.com/MauroRodoni/status/1504704969441787906	tweet	0
1504491935653842950	https://twitter.com/LucianoVerre/status/1504491935653842950	tweet	2
1504158354763096080	https://twitter.com/Destradipopolo/status/1504158354763096080	tweet	0
1504104632502607880	https://twitter.com/Destradipopolo/status/1504104632502607880	tweet	1
1509798239163273275	https://twitter.com/Saverio28351748/status/1509798239163273275	tweet	0
1508565707923075077	https://twitter.com/LPincia/status/1508565707923075077	tweet	2
1508144939452018707	https://twitter.com/CarloSchweigk15/status/1508144939452018707	tweet	0
1505998778435837964	https://twitter.com/Eposmail/status/1505998778435837964	tweet	1
1505647240907571205	https://twitter.com/_robyb_/status/1505647240907571205	tweet	3
1505562939020951556	https://twitter.com/OsservaMy/status/1505562939020951556	tweet	0
1505115272394723331	https://twitter.com/EghelFederico/status/1505115272394723331	tweet	0
1504617453938171904	https://twitter.com/jopratix/status/1504617453938171904	tweet	0
1504292329192103936	https://twitter.com/Stefano15067453/status/1504292329192103936	tweet	1
1501681287899271170	https://twitter.com/Glorius_Rome/status/1501681287899271170	tweet	0
1529947432141963266	https://twitter.com/TranslateWarIT/status/1529947432141963266	tweet	2
1529732949867995136	https://twitter.com/My_Salute/status/1529732949867995136	tweet	2
1526946528165826562	https://twitter.com/aldesiderio/status/1526946528165826562	tweet	2
1525118468982464514	https://twitter.com/angelo_falanga/status/1525118468982464514	tweet	1
1524498230310055936	https://twitter.com/Masssimilianoo/status/1524498230310055936	tweet	2
1542132198786142208	https://twitter.com/TranslateWarIT/status/1542132198786142208	tweet	2
1540677960268713985	https://twitter.com/TranslateWarIT/status/1540677960268713985	tweet	2
1540389860770447363	https://twitter.com/My_Salute/status/1540389860770447363	tweet	2
1536791496745164800	https://twitter.com/TranslateWarIT/status/1536791496745164800	tweet	0
1536656857279889409	https://twitter.com/Alfonso66869916/status/1536656857279889409	tweet	1
1535412839833387008	https://twitter.com/TranslateWarIT/status/1535412839833387008	tweet	1
1534917526064353280	https://twitter.com/VerdirameAndrea/status/1534917526064353280	tweet	0
1533728479858024448	https://twitter.com/Ecatetriformis/status/1533728479858024448	tweet	2
1532638938732679170	https://twitter.com/gironi_camilla/status/1532638938732679170	tweet	3
1532623518579687425	https://twitter.com/FrancoScarsell2/status/1532623518579687425	tweet	3
1532237844097421314	https://twitter.com/Nandocamtv/status/1532237844097421314	tweet	1
1549171520026677248	https://twitter.com/TranslateWarIT/status/1549171520026677248	tweet	1
1519018823801835520	https://twitter.com/MarcoFattorini/status/1519018823801835520	tweet	2
1518256593665728513	https://twitter.com/fbcerullo/status/1518256593665728513	tweet	1
1517911243125833734	https://twitter.com/lanf64/status/1517911243125833734	tweet	2
1516578150452547594	https://twitter.com/Betty36174919/status/1516578150452547594	tweet	1
1512055159723106306	https://twitter.com/RaggioLuceAct/status/1512055159723106306	tweet	0
1530921006235324417	https://twitter.com/RNicolick/status/1530921006235324417	tweet	2
1526109338787536896	https://twitter.com/MarcoFattorini/status/1526109338787536896	tweet	1
1523379492898721792	https://twitter.com/Simmy882/status/1523379492898721792	tweet	2
1522891458356858880	https://twitter.com/LorisNobili/status/1522891458356858880	tweet	1
1520022105085165568	https://twitter.com/tempoweb/status/1520022105085165568	tweet	2
1520006923856273408	https://twitter.com/MarcoFattorini/status/1520006923856273408	tweet	2
1519994739063500802	https://twitter.com/tg2rai/status/1519994739063500802	tweet	3
1519965884139417601	https://twitter.com/manifestolibri/status/1519965884139417601	tweet	1
1519963543428337667	https://twitter.com/riccardinouk/status/1519963543428337667	tweet	0
1519955108393627650	https://twitter.com/paoloangeloRF/status/1519955108393627650	tweet	2
1519761104578174977	https://twitter.com/BiribissiBlog/status/1519761104578174977	tweet	1
1519702931368558595	https://twitter.com/Alkemicalbro/status/1519702931368558595	tweet	2
1519630343279677440	https://twitter.com/ilgiornale/status/1519630343279677440	tweet	2
1519628170760175616	https://twitter.com/momentosera/status/1519628170760175616	tweet	3
1519626436004524034	https://twitter.com/waltergianno/status/1519626436004524034	tweet	2
1519625940699160576	https://twitter.com/blogsicilia/status/1519625940699160576	tweet	2
1519618100559294466	https://twitter.com/MediasetTgcom24/status/1519618100559294466	tweet	1
1519597365107343361	https://twitter.com/MediasetTgcom24/status/1519597365107343361	tweet	3
1519593778012729345	https://twitter.com/AuraZacchi/status/1519593778012729345	tweet	2
1519570604822867973	https://twitter.com/NeriPozza/status/1519570604822867973	tweet	2
1519570117000110080	https://twitter.com/RoccisanoF/status/1519570117000110080	tweet	2
1519352556530581505	https://twitter.com/FrancoScarsell2/status/1519352556530581505	tweet	1
1519291895544958979	https://twitter.com/Quirinale/status/1519291895544958979	tweet	3
1519248899336286210	https://twitter.com/govision_/status/1519248899336286210	tweet	2
1519236336045240320	https://twitter.com/d_r_a_z_i_l/status/1519236336045240320	tweet	0
1519236300272025600	https://twitter.com/freetopix/status/1519236300272025600	tweet	2
1519229877492277249	https://twitter.com/TV2000it/status/1519229877492277249	tweet	2
1519219370635018241	https://twitter.com/Betty36174919/status/1519219370635018241	tweet	1
1519212188661071874	https://twitter.com/sole24ore/status/1519212188661071874	tweet	3
1519201663193604097	https://twitter.com/CorriereUmbria/status/1519201663193604097	tweet	2
1519187606457704449	https://twitter.com/sole24ore/status/1519187606457704449	tweet	3
1519075370456293376	https://twitter.com/MediasetTgcom24/status/1519075370456293376	tweet	2
1519065905640226818	https://twitter.com/Cartabiancarai3/status/1519065905640226818	tweet	2
1519060328562241536	https://twitter.com/CremaschiG/status/1519060328562241536	tweet	1
1519050615283986433	https://twitter.com/Cartabiancarai3/status/1519050615283986433	tweet	2
1519013376298475522	https://twitter.com/liciniodimichel/status/1519013376298475522	tweet	0
1518977497702014979	https://twitter.com/rotre54/status/1518977497702014979	tweet	2
1518960475731550212	https://twitter.com/rotre54/status/1518960475731550212	tweet	0
1518906910002626561	https://twitter.com/tg2rai/status/1518906910002626561	tweet	3
1518901921884610561	https://twitter.com/momentosera/status/1518901921884610561	tweet	2
1518828761688465409	https://twitter.com/rassegnally/status/1518828761688465409	tweet	3
1518701907484680192	https://twitter.com/zazoomblog/status/1518701907484680192	tweet	2
1518680699473174533	https://twitter.com/giu33liana/status/1518680699473174533	tweet	1
1518643815262920707	https://twitter.com/GiancarloDeRisi/status/1518643815262920707	tweet	1
1518626279347662849	https://twitter.com/MariMa99473486/status/1518626279347662849	tweet	2
1518584388065234944	https://twitter.com/ZenatiDavide/status/1518584388065234944	tweet	2
1518575555674836994	https://twitter.com/PolScorr/status/1518575555674836994	tweet	2
1518321789927108612	https://twitter.com/Adry_Giro/status/1518321789927108612	tweet	1
1518277853598658560	https://twitter.com/GabryBab10/status/1518277853598658560	tweet	2
1518244336709910528	https://twitter.com/PolScorr/status/1518244336709910528	tweet	0
1518143792691527681	https://twitter.com/dtalia/status/1518143792691527681	tweet	2
1517898945657196545	https://twitter.com/FrancoScarsell2/status/1517898945657196545	tweet	3
1517851351425949696	https://twitter.com/Betty36174919/status/1517851351425949696	tweet	2
1517637548251750400	https://twitter.com/riotta/status/1517637548251750400	tweet	2
1517557867506802688	https://twitter.com/momentosera/status/1517557867506802688	tweet	2
1517540291993083904	https://twitter.com/waltergianno/status/1517540291993083904	tweet	2
1517506068989059074	https://twitter.com/waltergianno/status/1517506068989059074	tweet	2
1517500964747497472	https://twitter.com/SkyTG24/status/1517500964747497472	tweet	2
1517496249255182336	https://twitter.com/TitolareList/status/1517496249255182336	tweet	2
1517487208500019200	https://twitter.com/rulajebreal/status/1517487208500019200	tweet	2
1517443225736392705	https://twitter.com/eurobullwebzine/status/1517443225736392705	tweet	3
1517400672320299008	https://twitter.com/TV2000it/status/1517400672320299008	tweet	2
1517265833453625344	https://twitter.com/tint_adree/status/1517265833453625344	tweet	0
1517247557017157633	https://twitter.com/siamouominioca2/status/1517247557017157633	tweet	1
1517210378924703745	https://twitter.com/tg2rai/status/1517210378924703745	tweet	2
1517184396633251840	https://twitter.com/DCollaterali/status/1517184396633251840	tweet	0
1517114197963943936	https://twitter.com/momentosera/status/1517114197963943936	tweet	2
1517103520704606210	https://twitter.com/valy_s/status/1517103520704606210	tweet	1
1517038656250433537	https://twitter.com/TV2000it/status/1517038656250433537	tweet	2
1517010516656345088	https://twitter.com/zazoomblog/status/1517010516656345088	tweet	2
1516888675476508678	https://twitter.com/TitolareList/status/1516888675476508678	tweet	1
1516888519033163776	https://twitter.com/masechi/status/1516888519033163776	tweet	2
1516841969120854016	https://twitter.com/ilgiornale/status/1516841969120854016	tweet	1
1516817557809946633	https://twitter.com/waltergianno/status/1516817557809946633	tweet	2
1516814911711686664	https://twitter.com/SMannapoli/status/1516814911711686664	tweet	2
1516763070487531525	https://twitter.com/Alessan06518014/status/1516763070487531525	tweet	1
1516730948905222144	https://twitter.com/Italiantifa/status/1516730948905222144	tweet	2
1516728256418000904	https://twitter.com/waltergianno/status/1516728256418000904	tweet	2
1516665820105039874	https://twitter.com/CorriereUmbria/status/1516665820105039874	tweet	2
1516466505218674709	https://twitter.com/brandobenifei/status/1516466505218674709	tweet	3
1516455856090624006	https://twitter.com/ComVentotene/status/1516455856090624006	tweet	2
1516407370246668296	https://twitter.com/Giul_Granato/status/1516407370246668296	tweet	2
1516310631992942594	https://twitter.com/lanf64/status/1516310631992942594	tweet	2
1516297904847298560	https://twitter.com/rassegnally/status/1516297904847298560	tweet	2
1516119030444302344	https://twitter.com/PolScorr/status/1516119030444302344	tweet	1
1516119030444302344	https://twitter.com/PolScorr/status/1516119030444302344	tweet	1
1516035553933864966	https://twitter.com/valy_s/status/1516035553933864966	tweet	2
1515932448462417921	https://twitter.com/CorriereUmbria/status/1515932448462417921	tweet	1
1515794969021267982	https://twitter.com/MarioCircello/status/1515794969021267982	tweet	1
1515720850791673863	https://twitter.com/pennaeobiettivo/status/1515720850791673863	tweet	2
1515683983949975558	https://twitter.com/TitolareList/status/1515683983949975558	tweet	1
1515683891125829644	https://twitter.com/masechi/status/1515683891125829644	tweet	2
1515657229839618049	https://twitter.com/lanf64/status/1515657229839618049	tweet	2
